form,source,title,author,content,poem_link-href,year,meter_pattern,rhyme_pattern,theme,imagery
Sonnet,poetry_foundation,Amoretti XXII: This Holy Season,Edmund Spenser,"This holy season, fit to fast and pray,
Men to devotion ought to be inclin'd:
Therefore I likewise on so holy day,
For my sweet saint some service fit will find.
Her temple fair is built within my mind,
In which her glorious image placed is,
On which my thoughts do day and night attend,
Like sacred priests that never think amiss.
There I to her as th' author of my bliss,
Will build an altar to appease her ire:
And on the same my heart will sacrifice,
Burning in flames of pure and chaste desire:

The which vouchsafe, O goddess, to accept,
Amongst thy dearest relics to be kept.",https://www.poetryfoundation.org/poems/45185/amoretti-xxii-this-holy-season,,Iambic pentameter,ABABBCBCCDCD EE,"About the deep reverence and devotion to a beloved figure, likening her to a saint and the object of spiritual worship.",
Sonnet,poetry_foundation,Prayer (I),George Herbert,"Prayer the church's banquet, angel's age,
God's breath in man returning to his birth,
The soul in paraphrase, heart in pilgrimage,
The Christian plummet sounding heav'n and earth
Engine against th' Almighty, sinner's tow'r,
Reversed thunder, Christ-side-piercing spear,
The six-days world transposing in an hour,
A kind of tune, which all things hear and fear;
Softness, and peace, and joy, and love, and bliss,
Exalted manna, gladness of the best,
Heaven in ordinary, man well drest,
The milky way, the bird of Paradise,

Church-bells beyond the stars heard, the soul's blood,
The land of spices; something understood.",https://www.poetryfoundation.org/poems/44371/prayer-i,,Iambic pentameter,ABABCDCDEFFE GG,To describe the gift of prayer for Christians.,"stars, god, bird, angel"
Sonnet,poetry_foundation,Sin (I),George Herbert,"Lord, with what care hast thou begirt us round!
Parents first season us; then schoolmasters
Deliver us to laws; they send us bound
To rules of reason, holy messengers,
Pulpits and Sundays, sorrow-dogging sin,
Afflictions sorted, anguish of all sizes,
Fine nets and stratagems to catch us in,
Bibles laid open, millions of surprises,
Blessings beforehand, ties of gratefulness,
The sound of glory ringing in our ears,
Without, our shame, within, our consciences,
Angels and grace, eternal hopes and fears.

Yet all these fences and their whole array
One cunning bosom-sin blows quite away.",https://www.poetryfoundation.org/poems/44373/sin-i,,Iambic pentameter,ABABCDCDEFEF GG,"There are many ways to protect mankind from sin and temptation, we are at heart sinful beings who will always be caught out by our inner desires.","angels, ears"
Sonnet,poetry_foundation,A Thought of the Nile,Leigh Hunt,"It flows through old hushed Egypt and its sands,
Like some grave mighty thought threading a dream,
And times and things, as in that vision, seem
Keeping along it their eternal stands, - 
Caves, pillars, pyramids, the shepherd bands
That roamed through the young world, the glory extreme
Of high Sesostris, and that southern beam,
The laughing queen that caught the world's great hands.

Then comes a mightier silence, stern and strong,
As of a world left empty of its throng,
And the void weighs on us; and then we wake,
And hear the fruitful stream lapsing along
Twixt villages, and think how we shall take
Our own calm journey on for human sake.",https://www.poetryfoundation.org/poems/44437/a-thought-of-the-nile,,Iambic pentameter,ABBAABBA CCDCDD,"The poem reflects the sense of discovery and fascination about adventures into Africa, as the speaker marvels at the wonders of the Nile and the civilizations that have flourished along its banks.","stream, sands"
Sonnet,poetry_foundation,The Human Seasons,John Keats,"Four Seasons fill the measure of the year;
There are four seasons in the mind of man:
He has his lusty Spring, when fancy clear
Takes in all beauty with an easy span:
He has his Summer, when luxuriously
Spring's honied cud of youthful thought he loves
To ruminate, and by such dreaming high
Is nearest unto heaven: quiet coves
His soul has in its Autumn, when his wings
He furleth close; contented so to look
On mists in idleness - to let fair things
Pass by unheeded as a threshold brook.

He has his Winter too of pale misfeature,
Or else he would forego his mortal nature.",https://www.poetryfoundation.org/poems/44472/the-human-seasons,,Iambic pentameter,ABABCDCDEFEF GG,"This poem suggests each life has four seasons: the spring of childhood, the summer of youth, the autumn of middle age, and the winter of old age. ",mists
Sonnet,poetry_foundation,On First Looking into Chapman's Homer,John Keats,"Much have I travell'd in the realms of gold,
And many goodly states and kingdoms seen;
Round many western islands have I been
Which bards in fealty to Apollo hold.
Oft of one wide expanse had I been told
That deep-brow'd Homer ruled as his demesne;
Yet did I never breathe its pure serene
Till I heard Chapman speak out loud and bold:

Then felt I like some watcher of the skies
When a new planet swims into his ken;
Or like stout Cortez when with eagle eyes
He star'd at the Pacific - and all his men
Look'd at each other with a wild surmise - 
Silent, upon a peak in Darien.",https://www.poetryfoundation.org/poems/44481/on-first-looking-into-chapmans-homer,,Iambic pentameter,ABBAABBA CDCDCD,"To describe the speaker's experience of reading George Chapman's English translation of Homer, which is so profound that an entire world seems to come to life.","star, eyes, skies"
Sonnet,poetry_foundation,To Sleep,John Keats,"O soft embalmer of the still midnight,
Shutting, with careful fingers and benign,
Our gloom-pleas'd eyes, embower'd from the light,
Enshaded in forgetfulness divine:
O soothest Sleep! if so it please thee, close
In midst of this thine hymn my willing eyes,
Or wait the ""Amen,"" ere thy poppy throws
Around my bed its lulling charities.

Then save me, or the passed day will shine
Upon my pillow, breeding many woes, - 
Save me from curious Conscience, that still lords
Its strength for darkness, burrowing like a mole;
Turn the key deftly in the oiled wards,
And seal the hushed Casket of my Soul.",https://www.poetryfoundation.org/poems/44487/to-sleep-56d2239b832a2,,Iambic pentameter,ABABCDCD BCEFEF,To portray sleep as an escape from daytime worries and sorrow,"eyes, gloom"
Sonnet,poetry_foundation,Modern Love: I,George Meredith,"By this he knew she wept with waking eyes:
That, at his hand's light quiver by her head,
The strange low sobs that shook their common bed
Were called into her with a sharp surprise,
And strangled mute, like little gaping snakes,
Dreadfully venomous to him. She lay
Stone-still, and the long darkness flowed away
With muffled pulses. Then, as midnight makes
Her giant heart of Memory and Tears
Drink the pale drug of silence, and so beat
Sleep's heavy measure, they from head to feet
Were moveless, looking through their dead black years,
By vain regret scrawled over the blank wall.
Like sculptured effigies they might be seen
Upon their marriage-tomb, the sword between;
Each wishing for the sword that severs all.",https://www.poetryfoundation.org/poems/44703/modern-love-i,,Iambic pentameter,ABBACDDCEFFEGHHG,A marriage that lacks love is painful.,"drink, snakes, head, eyes"
Sonnet,poetry_foundation,Modern Love: II,George Meredith,"It ended, and the morrow brought the task.
Her eyes were guilty gates, that let him in
By shutting all too zealous for their sin:
Each sucked a secret, and each wore a mask.
But, oh, the bitter taste her beauty had!
He sickened as at breath of poison-flowers:
A languid humour stole among the hours,
And if their smiles encountered, he went mad,
And raged deep inward, till the light was brown
Before his vision, and the world, forgot,
Looked wicked as some old dull murder-spot.
A star with lurid beams, she seemed to crown
The pit of infamy: and then again
He fainted on his vengefulness, and strove
To ape the magnanimity of love,
And smote himself, a shuddering heap of pain.",https://www.poetryfoundation.org/poems/44704/modern-love-ii,,Iambic pentameter,ABBACDDCEFFEGHHG,"The speaker's attraction to the woman's beauty is tainted by the bitterness it brings, with the anguish of feeling both love and pain.","flowers, star, eyes"
Sonnet,poetry_foundation,Love (II),George Herbert,"Immortal Heat, O let Thy greater flame
Attract the lesser to it; let those fires
Which shall consume the world first make it tame,
And kindle in our hearts such true desires.
As may consume our lusts, and make Thee way:
Then shall our hearts pant Thee, then shall our brain
All her invention on Thine altar lay,
And there in hymns send back Thy fire again.
Our eyes shall see Thee, which before saw dust,
Dust blown by wit, till that they both were blind:
Thou shalt recover all Thy goods in kind,
Who wert disseized by usurping lust:

All knees shall bow to Thee; all wits shall rise,
And praise Him Who did make and mend our eyes.",https://www.poetryfoundation.org/poems/44366/love-ii,,Iambic pentameter,ABABCDCDEFFE GG,To explore the connection between divine love and human lust.,eyes
Sonnet,poetry_foundation,Modern Love: XX,George Meredith,"I am not of those miserable males
Who sniff at vice and, daring not to snap,
Do therefore hope for heaven. I take the hap
Of all my deeds. The wind that fills my sails
Propels; but I am helmsman. Am I wrecked,
I know the devil has sufficient weight
To bear: I lay it not on him, or fate.
Besides, he's damned. That man I do suspect
A coward, who would burden the poor deuce
With what ensues from his own slipperiness.
I have just found a wanton-scented tress
In an old desk, dusty for lack of use.
Of days and nights it is demonstrative,
That, like some aged star, gleam luridly.
If for those times I must ask charity,
Have I not any charity to give?",https://www.poetryfoundation.org/poems/44707/modern-love-xx,,Iambic pentameter,ABBACDDCEFFEGHHG,About speaker's refusal to blame fate or external forces for their actions while acknowledging the necessity of extending charity to others.,"star, wind, males, bear, sails"
Sonnet,poetry_foundation,Modern Love: XXII,George Meredith,"What may the woman labour to confess?
There is about her mouth a nervous twitch.
'Tis something to be told, or hidden: - which?
I get a glimpse of hell in this mild guess.
She has desires of touch, as if to feel
That all the household things are things she knew.
She stops before the glass. What sight in view?
A face that seems the latest to reveal!
For she turns from it hastily, and tossed
Irresolute, steals shadow-like to where
I stand; and wavering pale before me there,
Her tears fall still as oak-leaves after frost.
She will not speak. I will not ask. We are
League-sundered by the silent gulf between.
Yon burly lovers on the village green,
Yours is a lower, and a happier star!",https://www.poetryfoundation.org/poems/44708/modern-love-xxii,,Iambic pentameter,ABBACDDCEFFEGHHG,The husband watches the wife steal irresolutely about the house. The woman is silently struggling with unspoken desires and emotions.,"star, face, sight"
Sonnet,poetry_foundation,Modern Love: XXXIV,George Meredith,"Madam would speak with me. So, now it comes:
The Deluge or else Fire! She's well, she thanks
My husbandship. Our chain on silence clanks.
Time leers between, above his twiddling thumbs.
Am I quite well? Most excellent in health!
The journals, too, I diligently peruse.
Vesuvius is expected to give news:
Niagara is no noisier. By stealth
Our eyes dart scrutinizing snakes. She's glad
I'm happy, says her quivering under-lip.
""And are not you?"" ""How can I be?"" ""Take ship!
For happiness is somewhere to be had.""
""Nowhere for me!"" Her voice is barely heard.
I am not melted, and make no pretence.
With commonplace I freeze her, tongue and sense.
Niagara or Vesuvius is deferred.",https://www.poetryfoundation.org/poems/44709/modern-love-xxxiv,,Iambic pentameter,ABBACDDCEFFEGHHG,About a tense and emotionally charged conversation between a couple. To highlight the barriers to intimacy and the search for happiness that feels elusive and unreachable.,"snakes, lip, deluge, eyes"
Sonnet,poetry_foundation,Modern Love: XXVI,George Meredith,"Love ere he bleeds, an eagle in high skies,
Has earth beneath his wings: from reddened eve
He views the rosy dawn. In vain they weave
The fatal web below while far he flies.
But when the arrow strikes him, there's a change.
He moves but in the track of his spent pain,
Whose red drops are the links of a harsh chain,
Binding him to the ground, with narrow range.
A subtle serpent then has Love become.
I had the eagle in my bosom erst:
Henceforward with the serpent I am cursed.
I can interpret where the mouth is dumb.
Speak, and I see the side-lie of a truth.
Perchance my heart may pardon you this deed:
But be no coward: - you that made Love bleed,
You must bear all the venom of his tooth!",https://www.poetryfoundation.org/poems/44710/modern-love-xxvi,,Iambic pentameter,ABBACDDCEFFEGHHG,"About the transcendent, painful nature of love, full of harsh truths.","skies, eagle, strikes"
Sonnet,poetry_foundation,Modern Love: XLVI,George Meredith,"At last we parley: we so strangely dumb
In such a close communion! It befell
About the sounding of the Matin-bell,
And lo! her place was vacant, and the hum
Of loneliness was round me. Then I rose,
And my disordered brain did guide my foot
To that old wood where our first love-salute
Was interchanged: the source of many throes!
There did I see her, not alone. I moved
Toward her, and made proffer of my arm.
She took it simply, with no rude alarm;
And that disturbing shadow passed reproved.
I felt the pained speech coming, and declared
My firm belief in her, ere she could speak.
A ghastly morning came into her cheek,
While with a widening soul on me she stared.",https://www.poetryfoundation.org/poems/44711/modern-love-xlvi,,Iambic pentameter,ABBACDDCEFFEGHHG,"About a painful moment of reconnection between two lovers, marked by a mix of longing and anxiety.",wood
Sonnet,poetry_foundation,Modern Love: L,George Meredith,"Thus piteously Love closed what he begat:
The union of this ever-diverse pair!
These two were rapid falcons in a snare,
Condemned to do the flitting of the bat.
Lovers beneath the singing sky of May,
They wandered once; clear as the dew on flowers:
But they fed not on the advancing hours:
Their hearts held cravings for the buried day.
Then each applied to each that fatal knife,
Deep questioning, which probes to endless dole.
Ah, what a dusty answer gets the soul
When hot for certainties in this our life! - 
In tragic hints here see what evermore
Moves dark as yonder midnight ocean's force,
Thundering like ramping hosts of warrior horse,
To throw that faint thin line upon the shore!",https://www.poetryfoundation.org/poems/44712/modern-love-l,,Iambic pentameter,ABBACDDCEFFEGHHG,"To reflect on the tragic consequences of love, portraying two lovers who are once vibrant but now trapped by their own doubts and relentless questioning.","flowers, sky, ocean"
Sonnet,poetry_foundation,Four Sonnets I (1922),Edna St. Vincent Millay,"Love, though for this you riddle me with darts,
And drag me at your chariot till I die,  - 
Oh, heavy prince! Oh, panderer of hearts!  - 
Yet hear me tell how in their throats they lie
Who shout you mighty: thick about my hair,
Day in, day out, your ominous arrows purr,
Who still am free, unto no querulous care
A fool, and in no temple worshiper!
I, that have bared me to your quiver's fire,
Lifted my face into its puny rain,
Do wreathe you Impotent to Evoke Desire
As you are Powerless to Elicit Pain!

(Now will the god, for blasphemy so brave,
Punish me, surely, with the shaft I crave!)",https://www.poetryfoundation.org/poems/44722/four-sonnets-1922,,Iambic pentameter,ABABCDCDEFEF GG,The speaker talks about the annoyance of love and the avoidance of falling subject to the foolishness of love.,"rain, face, god, throats"
Sonnet,poetry_foundation,Four Sonnets II (1922),Edna St. Vincent Millay,"I think I should have loved you presently,
And given in earnest words I flung in jest;
And lifted honest eyes for you to see,
And caught your hand against my cheek and breast;
And all my pretty follies flung aside
That won you to me, and beneath your gaze,
Naked of reticence and shorn of pride,
Spread like a chart my little wicked ways.
I, that had been to you, had you remained,
But one more waking from a recurrent dream,
Cherish no less the certain stakes I gained,
And walk your memory's halls, austere, supreme,

A ghost in marble of a girl you knew
Who would have loved you in a day or two.",https://www.poetryfoundation.org/poems/44722/four-sonnets-1922,,Iambic pentameter,ABABCDCDEFEF GG,The peaker expresses to lover that their time is brief and must cherish every moment.,"eyes, breast"
Sonnet,poetry_foundation,Four Sonnets III (1922),Edna St. Vincent Millay,"Oh, think not I am faithful to a vow!
Faithless am I save to love's self alone.
Were you not lovely I would leave you now:
After the feet of beauty fly my own.
Were you not still my hunger's rarest food,
And water ever to my wildest thirst,
I would desert you  -  think not but I would!  - 
And seek another as I sought you first.
But you are mobile as the veering air,
And all your charms more changeful than the tide,
Wherefore to be inconstant is no care:
I have but to continue at your side.

So wanton, light and false, my love, are you,
I am most faithless when I most am true.",https://www.poetryfoundation.org/poems/44722/four-sonnets-1922,,Iambic pentameter,ABABCDCDEFEF GG,"To explore the paradox of love and fidelity, where the speaker admits to being unfaithful to any promise but their desire for love itself. ","water, air"
Sonnet,poetry_foundation,Four Sonnets IV (1922),Edna St. Vincent Millay,"I shall forget you presently, my dear,
So make the most of this, your little day,
Your little month, your little half a year,
Ere I forget, or die, or move away,
And we are done forever; by and by
I shall forget you, as I said, but now,
If you entreat me with your loveliest lie
I will protest you with my favorite vow.
I would indeed that love were longer-lived,
And vows were not so brittle as they are,
But so it is, and nature has contrived
To struggle on without a break thus far,  - 

Whether or not we find what we are seeking
Is idle, biologically speaking.",https://www.poetryfoundation.org/poems/44722/four-sonnets-1922,,Iambic pentameter,ABABCDCDEFEF GG,"To convey a bittersweet acknowledgment of love's fleeting nature, where the speaker expresses a resigned acceptance of inevitable forgetfulness and the temporary beauty of a relationship.",
Sonnet,poetry_foundation,A Barefoot Boy,James Whitcomb Riley,"A barefoot boy! I mark him at his play - 
For May is here once more, and so is he, - 
His dusty trousers, rolled half to the knee,
And his bare ankles grimy, too, as they:
Cross-hatchings of the nettle, in array
Of feverish stripes, hint vividly to me
Of woody pathways winding endlessly
Along the creek, where even yesterday

He plunged his shrinking body - gasped and shook - 
Yet called the water ""warm,"" with never lack
Of joy. And so, half enviously I look
Upon this graceless barefoot and his track, - 
His toe stubbed - ay, his big toe-nail knocked back
Like unto the clasp of an old pocketbook.",https://www.poetryfoundation.org/poems/44950/a-barefoot-boy,,Iambic pentameter,ABBAABBA CDCDDC,"To describe a barefoot boy, a light-hearted reflection on the carefree days of childhood.","track, water, mark"
Sonnet,poetry_foundation,Supremacy,Edwin Arlington Robinson,"There is a drear and lonely tract of hell
From all the common gloom removed afar:
A flat, sad land it is, where shadows are,
Whose lorn estate my verse may never tell.
I walked among them and I knew them well:
Men I had slandered on life's little star
For churls and sluggards; and I knew the scar
Upon their brows of woe ineffable.
But as I went majestic on my way,
Into the dark they vanished, one by one,
Till, with a shaft of God's eternal day,
The dream of all my glory was undone, - 

And, with a fool's importunate dismay,
I heard the dead men singing in the sun.",https://www.poetryfoundation.org/poems/44983/supremacy,,Iambic pentameter,ABABCDCDEFEF GG,"A entitled, wealthy man walks around the streets, judging those beneath him","star, god, gloom, sun"
Sonnet,poetry_foundation,Modern Love: XVI,George Meredith,"In our old shipwrecked days there was an hour,
When in the firelight steadily aglow,
Joined slackly, we beheld the red chasm grow
Among the clicking coals. Our library-bower
That eve was left to us: and hushed we sat
As lovers to whom Time is whispering.
From sudden-opened doors we heard them sing:
The nodding elders mixed good wine with chat.
Well knew we that Life's greatest treasure lay
With us, and of it was our talk. ""Ah, yes!
Love dies!"" I said: I never thought it less.
She yearned to me that sentence to unsay.
Then when the fire domed blackening, I found
Her cheek was salt against my kiss, and swift
Up the sharp scale of sobs her breast did lift: - 
Now am I haunted by that taste! that sound!",https://www.poetryfoundation.org/poems/44706/modern-love-xvi,,Iambic pentameter,ABBACDDCEFFEGHHG,"The speaker acknowledges the inevitability of love's decline, while the beloved's reaction reveals a deep emotional connection and longing.","breast, talk, wine"
Sonnet,poetry_foundation,To -,Sarah Helen Whitman,"Vainly my heart had with thy sorceries striven:
It had no refuge from thy love, - no Heaven
But in thy fatal presence; - from afar
It owned thy power and trembled like a star
O’erfraught with light and splendor. Could I deem
How dark a shadow should obscure its beam? - 
Could I believe that pain could ever dwell
Where thy bright presence cast its blissful spell?
Thou wert my proud palladium; - could I fear
The avenging Destinies when thou wert near? - 
Thou wert my Destiny; - thy song, thy fame,
The wild enchantments clustering round thy name,

Were my soul’s heritage, its royal dower;
Its glory and its kingdom and its power!",https://www.poetryfoundation.org/poems/46469/to--56d2265c41749,,Iambic pentameter,AABBCCDDEEFF GG,"A deep, almost worshipful adoration for a beloved, presenting love as both a source of light and a potential cause of suffering.","star, obscure"
Sonnet,poetry_foundation,Since There Is No Escape,Sara Teasdale,"Since there is no escape, since at the end
My body will be utterly destroyed,
This hand I love as I have loved a friend,
This body I tended, wept with and enjoyed;
Since there is no escape even for me
Who love life with a love too sharp to bear:
The scent of orchards in the rain, the sea
And hours alone too still and sure for prayer - 

Since darkness waits for me, then all the more
Let me go down as waves sweep to the shore
In pride, and let me sing with my last breath;
In these few hours of light I lift my head;
Life is my lover - I shall leave the dead
If there is any way to baffle death.",https://www.poetryfoundation.org/poems/46466/since-there-is-no-escape,,Iambic pentameter,ABABCDCD EEFGGF,About acceptance of the inevitability of death while celebrating the beauty of life. ,"rain, waves, head, sea, bear, scent"
Sonnet,poetry_foundation,I would I might Forget that I am I,George Santayana,"I would I might forget that I am I,
And break the heavy chain that binds me fast,
Whose links about myself my deeds have cast.
What in the body’s tomb doth buried lie
Is boundless; ’tis the spirit of the sky,
Lord of the future, guardian of the past,
And soon must forth, to know his own at last.
In his large life to live, I fain would die.
Happy the dumb beast, hungering for food,
But calling not his suffering his own;
Blessèd the angel, gazing on all good,
But knowing not he sits upon a throne;

Wretched the mortal, pondering his mood,
And doomed to know his aching heart alone.",https://www.poetryfoundation.org/poems/45999/i-would-i-might-forget-that-i-am-i,,Iambic pentameter,ABABCDCDEFEF GG,The inescapable sense of confinement that defines each person’s individual existence,"spirit, sky, angel, beast"
Sonnet,poetry_foundation,Tho’ Lack of Laurels and of Wreaths Not One,Trumbull Stickney,"Tho’ lack of laurels and of wreaths not one
Prove you our lives abortive, shall we yet
Vaunt us our single aim, our hearts full set
To win the guerdon which is never won.
Witness, a purpose never is undone.
And tho’ fate drain our seas of violet
To gather round our lives her wide-hung net,
Memories of hopes that are not shall atone.

Not wholly starless is the ill-starred life,
Not all is night in failure, and the shield
Sometimes well grasped, tho’ shattered in the strife.
And here while all the lowering heaven is ringed
With our loud death-shouts echoed, on the field
Stands forth our Nikè, proud, tho’ broken-winged.",https://www.poetryfoundation.org/poems/45241/tho-lack-of-laurels-and-of-wreaths-not-one,,Iambic pentameter,ABBAABBA CDCEDE,"The poem expresses that even without achieving glory, a purposeful life filled with hope and intention still holds value and meaning.",seas
Sonnet,poetry_foundation,Be Still. The Hanging Gardens were a Dream,Trumbull Stickney,"Be still. The Hanging Gardens were a dream
That over Persian roses flew to kiss
The curlèd lashes of Semiramis.
Troy never was, nor green Skamander stream.
Provence and Troubadour are merest lies
The glorious hair of Venice was a beam
Made within Titian’s eye. The sunsets seem,
The world is very old and nothing is.
Be still. Thou foolish thing, thou canst not wake,
Nor thy tears wedge thy soldered lids apart,
But patter in the darkness of thy heart.
Thy brain is plagued. Thou art a frighted owl

Blind with the light of life thou ’ldst not forsake,
And Error loves and nourishes thy soul.",https://www.poetryfoundation.org/poems/45238/be-still-the-hanging-gardens-were-a-dream,,Iambic pentameter,ABABCDCDEFEF GG,"Even without achieving glory, a purposeful life filled with hope and intention still holds value and meaning.","owl, patter, stream, eye"
Sonnet,poetry_foundation,Sonnet Reversed,Rupert Brooke,"Hand trembling towards hand; the amazing lights
Of heart and eye. They stood on supreme heights.

Ah, the delirious weeks of honeymoon!
Soon they returned, and, after strange adventures,
Settled at Balham by the end of June.
Their money was in Can. Pacs. B. Debentures,
And in Antofagastas. Still he went
Cityward daily; still she did abide
At home. And both were really quite content
With work and social pleasures. Then they died.
They left three children (besides George, who drank):
The eldest Jane, who married Mr Bell,
William, the head-clerk in the County Bank,
And Henry, a stock-broker, doing well.",https://www.poetryfoundation.org/poems/43715/sonnet-reversed,,Iambic pentameter,AA BCBCDEDEFGFG,"About the life of a couple, who have spent a happy honeymoon and the rest of their mundane, contented life afterward, leaving four children who live different lives.","stock, head, eye"
Sonnet,poetry_foundation,The Final Morbidity of the Interior Embezzler,Henry Taylor,"I've made a little sluice-gate in the flow
of cash across the spreadsheet on my screen.
Amid torrential chaos and foreseen
disasters it maintains its small and slow
on-off diversions, so my work can show
the delicacy of difference between
the beans I count and one uncounted bean,
and where the latter might invisibly go.

The hollowed shoe-tree, the hermetic jar
are gadgetry I might revert to yet.
There is the money of the thing, the far
secure retirement years, the deep-hedged bet,
but I love working where the unknowns are,
and writing down what I need to forget.",https://www.poetryfoundation.org/poetrymagazine/poems/41527/the-final-morbidity-of-the-interior-embezzler,,Iambic pentameter,ABBAABBA CDCDCD,The speaker values the unpredictability of their work over the security of a stable future.,tree
Sonnet,poetry_foundation,Strikers in Hyde Park,Louise Imogen Guiney,"A woof reversed the fatal shuttles weave,
How slow! but never once they slip the thread.
Hither, upon the Georgian idler’s tread,
Up spacious ways the lindens interleave,
Clouding the royal air since yester-eve,
Come men bereft of time and scant of bread,
Loud, who were dumb, immortal, who were dead,
Thro’ the cowed world their kingdom to retrieve.

What ails thee, England? Altar, mart, and grange
Dream of the knife by night; not so, not so
The clear Republic waits the general throe,
Along her noonday mountains’ open range.
God be with both! for one is young to know
The other’s rote of evil and of change.",https://www.poetryfoundation.org/poems/52018/strikers-in-hyde-park,,Iambic pentameter,ABBAABBA CDDCDC,"The speaker questions England's state amid looming violence and change, contrasting the youthful hope of a republic with the burdens of the past. ","air, lindens, mountains, shuttles, god, thread"
Sonnet,poetry_foundation,Silence,Thomas Hood,"There is a silence where hath been no sound,
There is a silence where no sound may be,
In the cold grave - under the deep deep sea,
Or in the wide desert where no life is found,
Which hath been mute, and still must sleep profound;
No voice is hush’d - no life treads silently,
But clouds and cloudy shadows wander free,
That never spoke, over the idle ground:

But in green ruins, in the desolate walls
Of antique palaces, where Man hath been,
Though the dun fox, or wild hyena, calls,
And owls, that flit continually between,
Shriek to the echo, and the low winds moan,
There the true Silence is, self-conscious and alone.",https://www.poetryfoundation.org/poems/52339/silence-56d230b89fd5e,,Iambic pentameter,ABBAABBA CDCDCD,The ways in which silence exists in the world and the places that one may find it,"clouds, owls, winds, sea"
Sonnet,poetry_foundation,Sonnet XXV,George Santayana,"As in the midst of battle there is room
For thoughts of love, and in foul sin for mirth;
As gossips whisper of a trinket’s worth
Spied by the death-bed’s flickering candle-gloom;
As in the crevices of Caesar’s tomb
The sweet herbs flourish on a little earth:
So in this great disaster of our birth
We can be happy, and forget our doom.

For morning, with a ray of tenderest joy
Gilding the iron heaven, hides the truth,
And evening gently woos us to employ
Our grief in idle catches. Such is youth;
Till from that summer’s trance we wake, to find
Despair before us, vanity behind.",https://www.poetryfoundation.org/poems/52025/sonnet-xxv,,Iambic pentameter,ABBAABBA CDCDEE,"The poem reflects on the coexistence of joy and sorrow in life, suggesting that even amid chaos and despair, moments of happiness can be found.",gloom
Sonnet,poetry_foundation,Shakespeare,Henry Wadsworth Longfellow,"A vision as of crowded city streets,
With human life in endless overflow;
Thunder of thoroughfares; trumpets that blow
To battle; clamor, in obscure retreats,
Of sailors landed from their anchored fleets;
Tolling of bells in turrets, and below
Voices of children, and bright flowers that throw
O'er garden-walls their intermingled sweets!

This vision comes to me when I unfold
The volume of the Poet paramount,
Whom all the Muses loved, not one alone;  - 
Into his hands they put the lyre of gold,
And, crowned with sacred laurel at their fount,
Placed him as Musagetes on their throne.",https://www.poetryfoundation.org/poems/44646/shakespeare-56d223d11b146,,Iambic pentameter,ABBAABBA CDECDE,"The poem praises Shakespeare's work, in contrast to the bustling city life.",flowers
Sonnet,poetry_foundation,Near Helikon,Trumbull Stickney,"By such an all-embalming summer day
As sweetens now among the mountain pines
Down to the cornland yonder and the vines,
To where the sky and sea are mixed in gray,
How do all things together take their way
Harmonious to the harvest, bringing wines
And bread and light and whatsoe’er combines
In the large wreath to make it round and gay.

To me my troubled life doth now appear
Like scarce distinguishable summits hung
Around the blue horizon: places where
Not even a traveller purposeth to steer, - 
Whereof a migrant bird in passing sung,
And the girl closed her window not to hear.",https://www.poetryfoundation.org/poems/47438/near-helikon,,Iambic pentameter,ABBAABBA CDECDE,"The poem commemorates a landscape close to the poet's heart, and is a powerful interweaving of landscape and mood. ","sky, steer, mountain, pines, bird, sea, wines"
Sonnet,poetry_foundation,"Sonnet 92: Behold that tree, in Autumn’s dim decay",ANNA SEWARD,"Behold that tree, in Autumn’s dim decay,
Stripped by the frequent, chill, and eddying wind;
Where yet some yellow, lonely leaves we find
Lingering and trembling on the naked spray,
Twenty, perchance, for millions whirled away!
Emblem, also! too just, of humankind!
Vain man expects longevity, designed
For few indeed; and their protracted day

What is it worth that Wisdom does not scorn?
The blasts of sickness, care, and grief appal,
That laid the friends in dust, whose natal morn
Rose near their own; and solemn is the call;
Yet, like those weak deserted leaves forlorn,
Shivering they cling to life, and fear to fall!",https://www.poetryfoundation.org/poems/51890/sonnet-92-behold-that-tree-in-autumns-dim-decay,,Iambic pentameter,ABBAABBA CDCDCD,To describe the fear and acceptance of death by comparing to a tree battered by Autum.,"wind, tree, blasts, rose"
Sonnet,poetry_foundation,Sonnets from the Portuguese  1: I thought once how Theocritus had sung,ELIZABETH BARRETT BROWNING,"I thought once how Theocritus had sung
Of the sweet years, the dear and wished for years,
Who each one in a gracious hand appears
To bear a gift for mortals, old or young:
And, as I mused it in his antique tongue,
I saw, in gradual vision through my tears,
The sweet, sad years, the melancholy years,
Those of my own life, who by turns had flung

A shadow across me. Straightway I was 'ware,
So weeping, how a mystic Shape did move
Behind me, and drew me backward by the hair,
And a voice said in mastery, while I strove, ...
Guess now who holds thee?' - Death,' I said. But there,
The silver answer rang ... Not Death, but Love.'",https://www.poetryfoundation.org/poems/43733/sonnets-from-the-portuguese-1-i-thought-once-how-theocritus-had-sung,,Iambic pentameter,ABBAABBA CDCDCD,"The speaker expresses her feelings of woe as she realizes she won't live a long and happy life. However, love embraces her and tells her that it will now be her constant companion, not death.",
